payment_id,user_id,subscription_id,payment_date,amount,promo_code,payment_status
B197-P002,B9-U018,B340-S001,2026-02-12,50000.0,WELCOME10,success
B197-P003,B9-U018,B340-S001,2026-03-12,50000.0,,success
B197-P004,B9-U018,B340-S001,2026-04-12,50000.0,,success
B197-P005,B9-U018,B340-S001,2026-05-12,50000.0,,success
B197-P006,B9-U018,B340-S001,2026-06-12,50000.0,,success
P001,B9-U019,S003,2026-08-01,150000.0,,success
P002,B9-U019,S003,2026-09-01,150000.0,PROMO30,success
P003,B9-U019,S003,2026-10-01,150000.0,,success
P004,B4-U005,B4-S003,2025-12-15,50000.0,,success
P005,B4-U004,S002,2026-02-15,50000.0,PROMO10,failed
P006,B5-U016,S001,2026-01-15,150000.0,,success
P007,B5-U013,B112-S001,2026-01-30,50000.0,,success
P008,B7-U002,B141-S002,2025-08-15,50000.0,PROMO5,failed
P009,B14-U016,B295-S002,2026-02-05,150000.0,,success
P010,B14-U019,B298-S002,2026-07-01,150000.0,,success
P001,B9-U020,S001,2026-01-02,1500000.0,,success
P002,B9-U020,S001,2026-02-02,1500000.0,PROMO10,success
P003,B17-U014,S003,2026-03-01,500000.0,,success
P004,B17-U014,S006,2026-04-01,500000.0,,failed
P005,B4-U002,B81-S001,2026-02-07,150000.0,,success
P006,B2-U014,B53-S002,2026-03-15,50000.0,PROMO5,success
P007,B19-U008,S002,2026-01-01,50000.0,,failed
P008,B12-U012,S002,2026-06-15,150000.0,,success
P001,B10-U001,B166-S001,2026-01-07,50000.0,,success
P002,B8-U007,B166-S001,2026-02-07,50000.0,PROMO10,success
P003,B12-U017,B255-S004,2026-03-16,135000.0,,success
P004,B11-U005,B76-S002,2026-04-02,150000.0,PROMO25,failed
P005,B5-U011,B110-S003,2026-06-01,50000.0,,success
P006,B10-U002,B201-S002,2026-02-15,135000.0,,success
P007,B1-U008,B27-S003,2026-07-06,50000.0,PROMO5,success
P008,B15-U020,B319-S002,2025-12-01,50000.0,,failed
P009,B7-U013,B152-S002,2026-07-02,150000.0,PROMO15,success
P010,B19-U014,S003,2026-07-09,150000.0,,success
P011,B0-U005,B4-S003,2025-12-01,50000.0,,failed
P001,B10-U002,S001,2026-01-12,150000.0,,success
P002,B10-U002,S001,2026-02-12,150000.0,PROMO10,success
P003,B3-U020,S003,2026-04-20,50000.0,,failed
P004,B13-U018,S004,2026-02-15,50000.0,WELCOME,success
P005,B15-U009,S001,2026-01-15,150000.0,DISC20,success
P006,B5-U013,B316-S001,2026-02-03,150000.0,,success
P007,B15-U017,B316-S001,2026-02-07,150000.0,,success
P008,B15-U015,B314-S001,2026-01-07,150000.0,SAVE15,success
P009,B6-U012,S004,2026-01-28,50000.0,,success
P010,B17-U006,B345-S003,2026-02-15,50000.0,NEWUSER,failed
B202-P001,B10-U003,S002,2026-07-03,150000.0,,success
B202-P002,B10-U003,S002,2026-08-03,150000.0,PROMO20,success
P003,B14-U002,S001,2026-02-11,50000.0,,failed
P004,B14-U002,S001,2026-02-11,50000.0,SAVE10,success
B202-P005,B5-U004,S002,2026-01-15,50000.0,,success
B202-P006,B5-U017,S002,2026-03-01,150000.0,NEWUSER,success
P007,B15-U011,S002,2026-04-01,50000.0,,failed
B202-P008,B15-U003,B302-S002,2026-03-15,50000.0,,success
P009,B4-U013,B92-S001,2026-01-08,50000.0,,success
B202-P010,B0-U014,B13-S002,2026-05-01,50000.0,WELCOME,success
P001,B10-U004,B381-S003,2026-12-01,50000.0,,success
P002,B19-U002,B381-S003,2027-01-02,50000.0,PROMO10,success
P003,B3-U020,S002,2026-03-15,150000.0,,success
P004,B7-U009,B148-S001,2026-02-01,150000.0,,failed
P005,B17-U007,S001,2026-01-15,150000.0,PROMO25,success
P006,B17-U007,S001,2026-02-15,150000.0,,success
P007,B16-U004,B323-S002,2026-02-15,150000.0,,success
P008,B4-U006,B85-S001,2026-07-01,150000.0,,success
P009,B6-U007,B126-S002,2026-04-15,50000.0,,failed
P010,B15-U010,B309-S001,2026-04-01,50000.0,PROMO5,success
P011,B13-U005,B264-S001,2026-01-10,150000.0,,success
P001,B10-U005,S001,,50000.0,,success
P002,B9-U004,S002,2026-02-15,150000.0,PROMO20,success
P003,B19-U011,B390-S003,2026-05-05,150000.0,,success
P004,B10-U001,B200-S003,2026-12-02,50000.0,,failed
P005,B12-U008,B247-S002,2026-02-20,150000.0,DISC10,success
P006,B18-U005,B364-S001,2026-01-15,150000.0,,success
P007,B4-U011,B90-S004,2026-08-01,150000.0,NEWUSER,success
P008,B10-U012,S001,2026-01-15,50000.0,,failed
P009,B10-U005,S006,2026-02-02,50000.0,,success
P010,B17-U017,B355-S004,2026-02-28,50000.0,SPRING,success
P001,B12-U012,S001,2026-01-10,50000.0,,success
P002,B13-U019,B278-S003,2026-04-15,35000.0,PROMO15,success
P003,B15-U003,B302-S001,2026-02-15,150000.0,,success
P004,B4-U004,S002,2026-02-15,50000.0,,success
P005,B23-U002,S004,2026-01-22,50000.0,PROMO5,failed
P006,B4-U019,B98-S002,2026-05-20,150000.0,,success
P007,B11-U003,B222-S001,2026-02-12,150000.0,,success
P008,B1-U018,B37-S001,2025-12-28,50000.0,PROMO30,success
P009,B2-U023,S004,2026-02-12,150000.0,,success
P010,B0-U003,S004,2026-01-25,50000.0,,failed
P001,B10-U007,B181-S002,2026-08-01,150000.0,WELCOME10,success
P002,B10-U007,B181-S002,2026-09-01,150000.0,,success
P003,B11-U005,B224-S003,2026-09-03,50000.0,,success
P004,B12-U015,B254-S002,2026-05-12,50000.0,SPRING5,failed
P005,B4-U012,B91-S001,2026-01-03,150000.0,,success
P006,B0-U008,S002,2026-02-08,50000.0,,failed
P007,B5-U012,B111-S002,2026-07-03,50000.0,SAVE20,success
P008,B3-U006,B65-S001,2026-01-02,150000.0,,success
P009,B0-U013,S003,2025-12-01,50000.0,,failed
P010,B0-U019,B17-S005,2026-08-21,150000.0,NEWUSER,success
P011,B12-U005,B244-S002,2026-02-15,50000.0,,success
P001,B10-U008,B326-S003,2026-07-01,50000.0,,success
P002,B10-U008,B326-S003,2026-07-15,50000.0,PROMO15,success
P003,B10-U008,B326-S003,2026-08-01,35000.0,,failed
P004,B1-U011,B30-S002,2026-02-01,50000.0,,success
P005,B1-U011,B30-S002,2026-02-21,25000.0,PROMO25,success
P006,B8-U017,S002,2026-01-25,150000.0,,success
P007,B1-U015,S003,2026-02-15,150000.0,,success
P008,B15-U019,B318-S002,2026-06-15,150000.0,PROMO30,success
P009,B4-U003,B82-S001,2026-01-20,50000.0,,failed
P010,B2-U014,S004,2026-01-25,50000.0,,success
P001,B10-U009,B254-S001,2026-02-01,150000.0,,success
P002,B10-U009,B254-S001,2026-03-01,150000.0,WELCOME10,success
P003,B10-U009,B254-S001,2026-04-01,150000.0,,success
P004,B7-U016,S001,2026-01-03,150000.0,,success
P005,B7-U016,S001,2026-02-03,150000.0,SPRING5,success
P006,B7-U016,S001,2026-03-03,150000.0,,failed
P007,B12-U015,B254-S001,2026-02-01,150000.0,,success
P008,B12-U015,B254-S001,2026-03-01,150000.0,,success
P009,B12-U015,B254-S001,2026-04-01,150000.0,SUMMER20,success
P010,B0-U017,S001,2026-01-11,50000.0,,success
P011,B0-U017,S001,2026-02-11,50000.0,,failed
P012,B11-U010,S001,2026-01-11,50000.0,NEWUSER,success
P013,B11-U010,S001,2026-02-11,50000.0,,success
P014,B2-U012,S001,2026-01-08,150000.0,,success
P015,B2-U012,S001,2026-02-08,150000.0,DISC15,success
P016,B2-U012,S001,2026-03-08,150000.0,,failed
P017,B13-U017,S002,2026-04-01,150000.0,,success
P018,B18-U003,B362-S002,2026-02-01,50000.0,,success
P019,B18-U003,B362-S002,2026-03-01,50000.0,LOYAL5,success
P001,B10-U010,B120-S004,2026-02-25,125000.0,NEWYEAR30,success
P002,B10-U010,B120-S004,2026-03-25,125000.0,,success
P003,B11-U002,B221-S001,2026-01-15,50000.0,,success
P004,B5-U015,B114-S001,2026-01-15,50000.0,WELCOME10,success
P005,B3-U020,S002,2026-03-01,150000.0,,failed
P006,B15-U008,B307-S002,2026-02-11,150000.0,SPRING25,success
P007,B19-U019,S001,2026-01-07,50000.0,,success
P008,B16-U014,B333-S001,2026-01-10,50000.0,,success
P009,B1-U005,S002,2026-02-20,50000.0,FIRST50,failed
P010,B15-U005,B304-S002,2026-01-30,50000.0,,success
P011,B4-U011,B90-S002,2026-07-20,150000.0,LOYALTY5,success
P001,B10-U011,B91-S001,2026-01-15,150000.0,PROMO10,success
P002,B10-U011,B91-S001,2026-02-15,150000.0,,success
P003,B10-U011,B91-S001,2026-03-15,150000.0,PROMO20,success
P004,B10-U011,B205-S001,2026-01-12,50000.0,,failed
P005,B10-U011,B205-S001,2026-02-12,50000.0,PROMO5,success
P006,B10-U011,B205-S001,2026-03-12,50000.0,,success
P001,B10-U012,B365-S002,2026-04-11,150000.0,,success
P002,B18-U006,B365-S002,2026-04-11,150000.0,PROMO15,success
P003,B19-U012,S002,2026-04-13,150000.0,,failed
P004,B9-U014,B193-S001,2026-01-13,150000.0,,success
P005,B3-U020,S001,2026-01-10,50000.0,,success
P006,B12-U003,B242-S001,2026-01-08,150000.0,WELCOME,success
P007,B3-U014,B73-S001,2026-01-20,150000.0,,success
P008,B10-U005,S002,2026-02-15,50000.0,,success
P009,B5-U011,B110-S002,2026-04-04,150000.0,PROMO25,success
P010,B3-U020,S001,2026-01-10,50000.0,,success
P001,B10-U013,S004,2026-01-15,150000.0,NEWYEAR10,success
P002,B10-U013,S004,2026-02-15,150000.0,,success
P003,B1-U017,S004,2026-01-08,50000.0,WELCOME5,success
P004,B1-U017,S004,2026-02-08,50000.0,,failed
P005,B14-U004,B283-S001,2026-01-12,50000.0,,success
P006,B14-U004,B283-S001,2026-02-12,50000.0,SPRING,success
P007,B9-U017,B196-S002,2026-02-15,150000.0,LOYAL,success
P008,B9-U017,B196-S002,2026-03-15,150000.0,,failed
P009,B8-U006,B165-S002,2026-03-11,150000.0,,success
P010,B8-U006,B165-S002,2026-04-11,150000.0,SUMMER20,success
P011,B5-U015,B114-S002,2026-01-05,150000.0,,success
P012,B5-U015,B114-S002,2026-02-05,150000.0,,success
P013,B10-U002,B201-S002,2026-02-20,150000.0,,success
P014,B10-U002,B201-S002,2026-03-20,150000.0,PROMO5,success
P001,B10-U014,B225-S002,2026-05-12,150000.0,,success
P002,B11-U006,B225-S002,2026-05-19,150000.0,PROMO15,success
P003,B3-U008,B67-S002,2026-03-12,150000.0,,success
P004,B2-U005,S002,2026-06-01,50000.0,,success
P005,B2-U014,B53-S002,2026-03-05,50000.0,PROMO10,failed
P006,B13-U015,B274-S001,2026-02-15,50000.0,,success
P007,B14-U010,S001,2026-01-11,50000.0,PROMO5,success
P008,B7-U008,S001,2026-01-12,50000.0,,failed
P009,B0-U008,S002,2026-02-09,50000.0,,success
P010,B16-U003,S002,2026-02-15,50000.0,PROMO20,success
P001,B10-U015,B332-S001,2026-01-03,50000.0,,success
P002,B10-U015,B332-S001,2026-02-03,50000.0,SAVE22,success
P003,B10-U015,B332-S001,2026-03-03,50000.0,,failed
P004,B10-U015,S004,2026-05-01,150000.0,,success
P005,B10-U015,S004,2026-06-01,150000.0,PROMO5,success
P006,B10-U015,S004,2026-07-01,150000.0,,success
P007,B11-U005,B224-S001,2026-01-03,50000.0,,success
P008,B11-U005,B224-S001,2026-02-03,50000.0,DISC30,success
P009,B11-U005,B224-S001,2026-03-03,50000.0,,failed
P010,B17-U015,B354-S002,2026-02-01,50000.0,,success
P011,B19-U019,S004,2026-05-01,150000.0,WELCOME,success
P012,B4-U019,B98-S001,2026-01-03,50000.0,,success
P013,B4-U019,B98-S001,2026-02-03,50000.0,,success
P014,B5-U005,B104-S003,2026-11-01,50000.0,NOV2026,success
P015,B6-U007,B126-S001,2026-01-10,150000.0,,success
P001,B10-U016,S002,2026-08-01,150000.0,,success
P002,B10-U016,S002,2026-09-01,150000.0,WELCOME30,success
P003,B15-U007,B306-S001,2026-02-15,150000.0,,success
P004,B15-U007,B306-S001,2026-03-15,150000.0,,failed
P005,B4-U021,B99-S004,2026-07-01,50000.0,SPRING10,success
P006,B3-U012,B71-S002,2026-03-01,150000.0,,success
P007,B19-U015,B394-S002,2026-06-15,150000.0,,success
P008,B16-U001,S002,2026-08-05,150000.0,DISC20,success
P009,B17-U017,B355-S005,2026-05-20,150000.0,,failed
P010,B11-U019,B238-S002,2026-04-15,150000.0,,success
P011,B18-U009,B368-S002,2026-02-20,150000.0,NEWUSER,success
P012,B8-U002,B161-S002,2026-04-28,150000.0,,success
P001,B10-U017,B347-S001,2026-01-10,50000.0,,success
P002,B10-U017,B347-S001,2026-02-10,50000.0,PROMO10,success
P003,B10-U017,B347-S001,2026-03-10,50000.0,,success
P004,B9-U016,B195-S001,2026-01-15,150000.0,,success
P005,B9-U016,B195-S001,2026-02-15,150000.0,PROMO20,failed
P006,B2-U008,S003,2026-06-20,50000.0,,success
P007,B12-U001,B240-S002,2026-07-05,150000.0,PROMO5,success
P008,B0-U013,B9-S006,2026-09-15,50000.0,,failed
P009,B0-U002,S002,2026-02-18,50000.0,,success
P010,B4-U014,S002,2026-02-12,50000.0,PROMO15,success
P011,B8-U013,S003,2026-02-08,50000.0,,failed
P012,B18-U014,B373-S002,2026-02-20,50000.0,,success
B217-P001,B10-U018,S004,2026-02-20,50000.0,,success
B217-P002,B18-U020,B379-S002,2026-03-10,150000.0,PROMO15,success
B217-P003,B15-U009,S002,2026-04-01,50000.0,,failed
B217-P004,B15-U017,B316-S002,2026-02-15,50000.0,,success
B217-P005,B10-U010,B209-S001,2026-01-15,50000.0,WELCOME,success
B217-P006,B5-U010,B109-S001,2026-01-05,150000.0,,success
B217-P007,B0-U010,B9-S002,2026-08-20,50000.0,,failed
B217-P008,B14-U018,B297-S002,2025-12-28,50000.0,,success
B217-P009,B0-U009,S004,2026-01-25,50000.0,,success
B217-P010,B2-U014,B53-S002,2026-03-06,50000.0,,success
B218-P001,B10-U019,B332-S002,2026-04-15,150000.0,SPRING22,success
B218-P002,B10-U019,B332-S002,2026-05-15,150000.0,,success
B218-P003,B10-U019,B336-S002,2026-01-15,150000.0,WELCOME,failed
B218-P004,B10-U019,B336-S002,2026-02-15,150000.0,,success
B218-P005,B10-U019,B306-S001,2026-02-20,150000.0,,success
P001,B10-U020,B17-S003,2026-07-15,150000.0,,success
P002,B10-U020,B17-S003,2026-08-15,150000.0,PROMO15,success
P003,B10-U020,B17-S003,2026-09-15,150000.0,,success
P004,B7-U018,B157-S002,2026-01-28,50000.0,,success
P005,B7-U018,B157-S002,2026-02-28,50000.0,NEWUSER,success
P006,B13-U013,B272-S001,2026-01-15,50000.0,,failed
P007,B13-U001,B260-S001,2026-01-07,50000.0,,success
P008,B16-U007,B326-S003,2026-07-01,50000.0,SUMMER,success
P009,B18-U007,B366-S002,2026-04-07,150000.0,,success
P010,B17-U017,S001,2026-01-10,150000.0,,failed
P011,B8-U012,B171-S002,2026-01-02,50000.0,WELCOME,success
P012,B8-U012,B171-S002,2026-02-02,50000.0,,success
P013,B13-U001,B260-S001,2026-03-07,50000.0,,success
P014,B17-U004,B343-S002,2026-06-11,50000.0,,success
B220-P001,B11-U001,S003,2026-09-01,50000.0,,success
B220-P002,B11-U001,S003,2026-09-15,50000.0,SAVE10,success
B220-P003,B11-U001,S003,2026-10-01,50000.0,,failed
B220-P004,B5-U017,S002,2026-04-20,150000.0,,success
B220-P005,B5-U017,S002,2026-05-20,150000.0,PROMO20,success
B220-P006,B5-U017,S002,2026-06-20,150000.0,,failed
B220-P007,B10-U006,B205-S002,2026-04-20,150000.0,,success
B220-P008,B10-U006,B205-S002,2026-05-20,150000.0,SAVE15,success
B220-P009,B10-U006,B205-S002,2026-06-20,150000.0,,failed
B220-P010,B2-U004,B43-S002,2026-07-20,150000.0,,success
P001,B11-U002,S001,2026-01-04,50000.0,PROMO15,success
P002,B11-U002,S001,2026-02-04,50000.0,,success
P003,B11-U002,S001,2026-03-04,50000.0,PROMO15,success
P004,B11-U002,S001,2026-04-04,50000.0,,success
P005,B11-U002,S001,2026-05-04,50000.0,PROMO15,success
P001,B11-U003,B370-S001,2026-01-02,50000.0,,success
P002,B18-U011,B370-S001,2026-02-02,50000.0,DISC20,success
P003,B8-U006,B165-S002,2026-03-10,150000.0,,success
P004,B17-U011,S002,2026-02-15,50000.0,,failed
P005,B3-U002,S001,2026-01-06,50000.0,,success
P006,B18-U003,B362-S002,2026-02-15,50000.0,PROMO30,success
P007,B19-U002,B380-S003,2026-03-01,50000.0,,success
P008,B11-U007,B226-S001,2026-01-02,150000.0,,success
P009,B9-U010,S002,2026-01-20,50000.0,,failed
P010,B11-U006,B225-S001,2026-01-11,50000.0,DISC15,success
P001,B11-U004,B371-S001,2026-01-15,150000.0,,success
P002,B11-U004,B371-S001,2026-02-15,150000.0,PROMO10,success
P003,B11-U004,B371-S001,2026-03-15,150000.0,,success
P004,B11-U004,B371-S001,2026-04-15,150000.0,,failed
P005,B11-U004,B371-S001,2026-05-15,150000.0,PROMO15,success
P001,B11-U005,B347-S003,2026-03-25,50000.0,PROMO10,success
P002,B11-U005,B347-S003,2026-04-25,50000.0,,success
P003,B11-U005,B347-S003,2026-05-25,50000.0,,failed
P004,B6-U005,B124-S001,2026-01-20,150000.0,PROMO20,success
P005,B6-U005,B124-S001,2026-02-20,150000.0,,success
P006,B6-U005,B124-S001,2026-03-20,150000.0,,failed
P007,B17-U008,B347-S003,2026-05-07,50000.0,,success
P008,B17-U008,B347-S003,2026-06-07,50000.0,PROMO5,success
P009,B17-U001,B340-S002,2026-03-10,150000.0,,success
P010,B19-U012,S002,2026-04-20,150000.0,,failed
P011,B11-U020,S002,2026-04-22,50000.0,,success
P012,B10-U010,B209-S002,2026-08-20,150000.0,,success
P001,B11-U006,S001,2026-01-15,150000.0,,success
P002,B11-U006,B231-S002,2026-02-11,150000.0,PROMO20,success
P003,B9-U005,S001,2026-02-02,150000.0,,success
P004,B9-U005,S001,2026-03-02,150000.0,SAVE10,success
P005,B5-U006,S001,2026-04-02,150000.0,,success
P006,B11-U012,B231-S002,2026-02-11,150000.0,,failed
P001,B11-U007,B298-S001,2026-01-15,50000.0,PROMO10,success
P002,B11-U007,B298-S001,2026-02-15,50000.0,,success
P003,B11-U007,B298-S001,2026-03-15,50000.0,PROMO10,success
B227-P001,B11-U008,B32-S001,2026-01-20,50000.0,PROMO10,success
B227-P002,B11-U008,B32-S001,2026-02-20,50000.0,,success
B227-P003,B11-U008,B32-S001,2026-03-20,50000.0,SPRING21,success
B227-P004,B11-U008,B32-S001,2026-04-20,50000.0,,failed
P001,B11-U009,S005,2026-08-01,150000.0,,success
P002,B11-U009,S005,2026-08-31,150000.0,SAVE20,success
P003,B11-U009,S001,2026-01-02,50000.0,,success
P004,B11-U009,S001,2026-02-02,50000.0,,failed
P005,B4-U016,B95-S001,2026-01-04,150000.0,WELCOME,success
P006,B4-U016,B95-S001,2026-02-04,150000.0,,success
P007,B4-U012,B91-S002,2025-12-01,50000.0,,failed
P001,B11-U010,B344-S003,2026-07-01,50000.0,,success
P002,B11-U010,B344-S003,2026-07-15,50000.0,WELCOME30,success
P003,B11-U010,B344-S003,2026-08-01,50000.0,,failed
P004,B11-U010,B344-S003,2026-08-15,50000.0,,success
P005,B11-U010,B344-S003,2026-09-01,50000.0,SUMMER5,success
B230-P001,B11-U011,S003,2026-01-13,50000.0,,success
B230-P002,B8-U010,S003,2026-02-13,50000.0,PROMO10,success
B230-P003,B18-U015,B374-S001,2026-01-04,50000.0,,success
B230-P004,B3-U004,B63-S003,2026-04-15,50000.0,,failed
B230-P005,B1-U005,S003,2026-03-01,150000.0,PROMO20,success
B230-P006,B11-U016,B235-S002,2026-03-15,50000.0,,success
B230-P007,B1-U017,S001,2026-01-20,150000.0,PROMO5,success
B230-P008,B14-U005,B284-S001,2026-02-01,150000.0,,success
B230-P009,B10-U015,S003,2026-07-01,150000.0,,success
B230-P010,B13-U014,B273-S002,2026-04-21,50000.0,PROMO15,success
B230-P011,B1-U018,B37-S003,2026-07-01,50000.0,,failed
P001,B11-U012,B352-S001,2026-01-20,75000.0,,success
P002,B11-U012,B352-S001,2026-02-20,75000.0,PROMO20,success
P003,B11-U012,B352-S001,2026-03-20,75000.0,,success
P004,B11-U012,B352-S001,2026-04-20,75000.0,,failed
P005,B7-U019,S002,2026-02-15,150000.0,,success
P006,B7-U019,S002,2026-03-15,150000.0,PROMO15,success
P007,B19-U016,B395-S003,2026-07-01,150000.0,,success
P008,B12-U006,B245-S001,2026-01-12,50000.0,,success
P009,B10-U008,B207-S002,2026-04-05,150000.0,PROMO5,failed
P010,B1-U010,S001,2026-01-04,50000.0,,success
P011,B11-U012,B352-S001,2026-05-20,75000.0,,success
P001,B11-U013,B213-S001,2026-01-15,50000.0,,success
P002,B11-U013,B213-S001,2026-01-20,50000.0,PROMO20,success
P003,B11-U013,B213-S001,2026-02-15,50000.0,,success
P004,B11-U013,B213-S001,2026-03-15,50000.0,,success
P005,B11-U013,B213-S001,2026-04-15,50000.0,,success
P001,B11-U014,B57-S001,2026-02-02,50000.0,,success
P002,B11-U014,B57-S001,2026-03-02,35000.0,PROMO10,success
P003,B11-U014,B57-S001,2026-04-02,50000.0,,success
P004,B12-U011,B250-S001,2026-01-04,150000.0,,success
P005,B12-U011,B250-S001,2026-02-04,105000.0,PROMO20,success
P006,B12-U011,B250-S001,2026-03-04,150000.0,,success
P007,B8-U011,B170-S001,2026-01-05,50000.0,,success
P008,B18-U013,B372-S001,2026-01-15,50000.0,PROMO5,success
P009,B18-U012,B371-S001,2026-01-03,150000.0,,failed
P010,B18-U012,B371-S001,2026-02-03,150000.0,,success
P011,B9-U006,S001,2026-01-12,50000.0,,success
P012,B9-U006,S001,2026-02-12,35000.0,PROMO15,success
P013,B9-U006,S001,2026-03-12,50000.0,,success
P014,B4-U013,B92-S003,2026-07-25,50000.0,,success
P015,B4-U013,B92-S003,2026-08-25,50000.0,PROMO5,failed
P001,B11-U015,S001,2026-01-10,50000.0,,success
P002,B11-U015,S001,2026-02-10,50000.0,PROMO10,success
P003,B11-U015,S001,2026-03-10,36500.0,,success
P004,B16-U007,B326-S003,2026-07-01,50000.0,,success
P005,B16-U007,B326-S003,2026-08-01,50000.0,PROMO15,failed
P006,B16-U005,B324-S001,2026-01-06,150000.0,,success
P007,B18-U016,B375-S001,2026-01-10,50000.0,,success
P008,B18-U016,B375-S001,2026-02-10,50000.0,PROMO5,success
P009,B19-U006,B385-S003,2026-03-15,150000.0,,failed
P010,B9-U015,B194-S002,2026-04-10,150000.0,,success
P011,B12-U001,B240-S002,2026-07-05,150000.0,PROMO20,success
P012,B5-U008,B107-S002,2026-02-01,50000.0,,success
P013,B0-U002,S004,2026-02-20,50000.0,,success
P001,B11-U016,B163-S001,2026-01-20,50000.0,,success
P002,B11-U016,B163-S001,2026-02-20,50000.0,WELCOME10,success
P003,B11-U016,B369-S001,2026-03-20,150000.0,,success
P004,B11-U016,B369-S001,2026-04-20,150000.0,,failed
P005,B11-U016,B394-S001,2026-05-02,50000.0,SPRING20,success
P006,B11-U016,B394-S001,2026-06-02,50000.0,,success
P007,B11-U016,S001,2026-01-15,150000.0,NEWUSER,success
P008,B11-U016,S001,2026-02-15,150000.0,,success
P009,B11-U016,B82-S002,2026-04-15,150000.0,LOYALTY5,success
P010,B11-U016,B82-S002,2026-05-15,150000.0,,success
P001,B11-U017,B247-S001,2026-01-15,50000.0,,success
P002,B11-U017,B247-S001,2026-02-15,35000.0,PROMO30,success
P003,B11-U017,B247-S001,2026-03-15,50000.0,,failed
P004,B11-U017,B247-S001,2026-04-15,50000.0,,success
P005,B11-U017,B247-S001,2026-05-15,34000.0,PROMO30,success
P001,B11-U018,B209-S001,2026-01-15,50000.0,,success
P002,B11-U018,B209-S001,2026-02-15,50000.0,DISC10,success
P003,B11-U018,B209-S001,2026-03-15,45000.0,,success
P004,B11-U018,B226-S002,2026-04-15,50000.0,,failed
P005,B11-U018,B226-S002,2026-05-15,50000.0,PROMO30,success
P001,B11-U019,B122-S001,2026-01-09,150000.0,PROMO10,success
P002,B11-U019,B122-S001,2026-02-09,150000.0,,success
P003,B11-U019,B122-S001,2026-03-09,150000.0,PROMO10,failed
P004,B11-U019,B122-S001,2026-04-09,150000.0,,success
P005,B11-U019,B122-S001,2026-05-09,150000.0,PROMO15,success
P001,B11-U020,B104-S002,2026-07-11,150000.0,,success
P002,B11-U020,B104-S002,2026-07-11,150000.0,DISC30,success
P003,B11-U020,B104-S002,2026-07-11,150000.0,,failed
P004,B11-U020,B104-S002,2026-07-11,150000.0,,success
P005,B11-U020,B104-S002,2026-07-11,150000.0,DISC15,success
B240-P001,B12-U001,B63-S003,2026-04-10,50000.0,,success
B240-P002,B12-U001,B63-S003,2026-05-10,50000.0,PROMO10,success
B240-P003,B12-U001,B63-S003,2026-06-10,50000.0,,success
B240-P004,B12-U001,B63-S003,2026-07-10,50000.0,,failed
B240-P005,B2-U019,B57-S004,2026-04-25,150000.0,,success
B240-P006,B2-U019,B57-S004,2026-05-25,150000.0,PROMO20,success
B240-P007,B2-U014,S005,2026-02-25,150000.0,,success
B240-P008,B18-U009,B368-S002,2026-03-04,150000.0,,failed
B240-P009,B8-U009,B168-S001,2026-01-07,50000.0,,success
B240-P010,B6-U011,S003,2026-07-15,150000.0,PROMO5,success
B240-P011,B1-U009,S001,2026-01-15,150000.0,,success
B240-P012,B17-U013,B352-S001,2026-01-20,150000.0,,success
B241-P001,B12-U002,S002,2026-01-10,250000.0,WELCOME10,success
B241-P002,B12-U002,S002,2026-02-10,150000.0,,success
B241-P003,B4-U006,B85-S003,2026-09-15,50000.0,,failed
B241-P004,B16-U020,B338-S003,2025-12-01,150000.0,SUMMER20,success
B241-P005,B18-U007,B366-S002,2026-05-07,150000.0,,success
B241-P006,B2-U004,B43-S001,2026-01-20,50000.0,,success
B241-P007,B14-U007,B286-S002,2026-02-15,50000.0,SAVE15,success
B241-P008,B7-U007,B146-S003,2026-06-05,150000.0,,success
B241-P009,B5-U009,B108-S001,2026-01-28,50000.0,NEWUSER,success
B241-P010,B6-U013,B132-S002,2026-07-20,150000.0,,success
B241-P011,B5-U008,B107-S001,2026-01-28,150000.0,,success
P001,B12-U003,S004,2026-09-01,50000.0,,success
P002,B12-U003,S004,2026-09-01,35000.0,PROMO30,success
P003,B13-U018,S001,2026-01-20,150000.0,,success
P004,B8-U008,S002,2026-02-12,50000.0,,failed
P005,B17-U019,S002,2026-07-11,50000.0,PROMO10,success
P001,B12-U004,B253-S002,2026-02-15,100000.0,PROMO20,success
P002,B12-U004,B253-S002,2026-03-15,100000.0,,success
P003,B12-U004,B253-S002,2026-04-15,100000.0,,failed
P004,B12-U004,B253-S002,2026-05-15,100000.0,PROMO10,success
P005,B9-U005,S002,2026-08-01,50000.0,,success
P006,B9-U005,S002,2026-09-01,50000.0,PROMO15,failed
P007,B3-U001,S002,2026-08-10,150000.0,,success
P008,B3-U014,B73-S001,2026-02-01,150000.0,,success
P009,B2-U016,S001,2026-01-19,150000.0,,success
P010,B10-U003,S002,2026-11-01,50000.0,PROMO5,success
P011,B12-U010,S002,2026-04-10,150000.0,,success
P012,B19-U006,B385-S001,2026-02-12,150000.0,,success
P001,B12-U005,B174-S001,2026-01-02,50000.0,,success
P002,B12-U005,B174-S001,2026-02-02,40000.0,PROMO20,success
P003,B12-U005,B174-S001,2026-03-02,50000.0,,success
P004,B12-U005,B174-S001,2026-04-02,45000.0,,failed
P005,B12-U005,B240-S003,2026-08-03,50000.0,PROMO10,success
P001,B12-U006,B217-S002,2026-07-01,50000.0,,success
P002,B12-U006,B217-S002,2026-08-01,50000.0,PROMO15,success
